product_sk,product_id,product_name,brand,sku,category_id,category_name,supplier_id,supplier_name,supplier_type,mrp,selling_price,cost_price,product_rating,total_reviews,product_status,is_returnable,launch_date,effective_start_date,effective_end_date,is_current
180,PROD000188,Noise Pods 9761,Noise,SKU-NOI-HEA-4083,CAT0012,Headphones,SUP0128,OmniChannel Inventory Partners,Marketplace Seller,90892.0,65442.24,45905.11,3.7,7279,ACTIVE,true,2025-08-21,2026-06-07,9999-12-31,true
184,PROD000192,Wrangler Relaxed Fit 4225,Wrangler,SKU-WRA-MEN-6779,CAT0020,Men Clothing,SUP0019,Delta Semiconductor Corp,Distributor,62976.0,59197.44,49043.61,3.0,30534,ACTIVE,false,2025-07-15,2026-06-07,9999-12-31,true
192,PROD000200,Motorola Note 2607,Motorola,SKU-MOT-MOB-6782,CAT0006,Mobiles,SUP0040,TechPort Terminal,Internal Warehouse Supplier,4432.0,3501.28,2946.77,3.8,559,ACTIVE,true,2025-09-04,2026-06-07,9999-12-31,true
198,PROD000206,Wrangler Relaxed Fit 7757,Wrangler,SKU-WRA-WOM-7695,CAT0032,Women Clothing,SUP0126,ValuePlus Variety Wholesale,Wholesaler,3245.0,2660.9,1973.13,2.9,31082,ACTIVE,true,2023-09-14,2026-06-07,9999-12-31,true
220,PROD000230,Peter England Slim Fit 2425,Peter England,SKU-PET-WOM-3958,CAT0032,Women Clothing,SUP0198,RuggedTerrain Outdoor Boots,Distributor,113891.0,69473.51,44793.26,3.2,1712,ACTIVE,true,2023-12-27,2026-06-07,9999-12-31,true
234,PROD000244,Puma Runner 8672,Puma,SKU-PUM-FOO-5054,CAT0043,Footwear,SUP0073,WinterWarm Woolen Mills,Distributor,86936.0,66071.36,54695.97,2.7,1589,DISCONTINUED,true,2023-09-11,2026-06-07,9999-12-31,true
237,PROD000247,Alphax Max-repultion 382,Alphax,SKU-ALP-FIT-3800,CAT0084,Fitness Equipment,SUP0062,Signature Label Trading,Distributor,131048.0,96975.52,65525.31,4.0,14759,ACTIVE,true,2024-10-04,2026-06-07,9999-12-31,true
252,PROD000262,MSI Victus 1946,MSI,SKU-MSI-LAP-1987,CAT0009,Laptops,SUP0101,EcoClean Home Consumables,Retail Vendor,44684.0,41109.28,25678.88,4.9,2135,ACTIVE,false,2025-02-20,2026-06-07,9999-12-31,true
253,PROD000263,Lakmé Matte 6188,,SKU-LAK-SKI-2759,CAT0071,Skincare,SUP0184,TrackAndField Athletic Goods,Wholesaler,144602.0,99775.38,77772.28,3.3,13912,ACTIVE,true,2025-09-22,2026-06-07,9999-12-31,true
255,PROD000265,The Derma Co onion shampoo 5552,The Derma Co,SKU-THE-HAI-4365,CAT0078,Haircare,SUP0025,Sigma Imaging Products LLP,Distributor,136087.0,100704.38,84499.58,4.3,6927,ACTIVE,true,2024-03-20,2026-06-07,9999-12-31,true
259,PROD000270,Nike Zoom 6035,Nike,SKU-NIK-FOO-4885,CAT0043,Footwear,SUP0199,StrikeRate Cricket Gear,Wholesaler,22116.0,20346.72,14948.91,4.4,25418,ACTIVE,true,2024-05-22,2026-06-07,9999-12-31,true
261,PROD000272,Adidas B62 9443,Adidas,SKU-ADI-FIT-1301,CAT0084,Fitness Equipment,SUP0076,Nova Silk Route Traders,Distributor,38413.0,29578.01,23872.27,3.3,17190,ACTIVE,true,2026-03-19,2026-06-07,9999-12-31,true
263,PROD000274,Apple Redmi 2003,Apple,SKU-APP-MOB-3622,CAT0006,Mobiles,SUP0112,CozyCushion Home Furnishings,Marketplace Seller,110390.0,66234.0,55438.87,4.1,37640,ACTIVE,true,2025-03-05,2026-06-07,9999-12-31,true
264,PROD000275,Clinic plus body gel 5589,Clinic plus,SKU-CLI-HAI-1532,CAT0078,Haircare,SUP0100,HomeGlow Lighting Enterprise,Distributor,5409.0,3678.12,2216.33,3.6,40227,ACTIVE,true,2023-10-01,2026-06-07,9999-12-31,true
284,PROD000295,Mamaearth Matte 4465,Mamaearth,SKU-MAM-SKI-2444,CAT0071,Skincare,SUP0037,SuperConductor Supply Co,Wholesaler,67004.0,44222.64,29028.48,2.6,3950,ACTIVE,true,2023-12-25,2026-06-07,9999-12-31,true
300,PROD000311,Mamaearth Vitamin C Enriched 1472,Mamaearth,SKU-MAM-SKI-6505,CAT0071,Skincare,SUP0127,QuickPack Bundling Services,Internal Warehouse Supplier,27299.0,25934.05,19563.69,3.9,1493,ACTIVE,true,2025-04-17,2026-06-07,9999-12-31,true
307,PROD000318,Samsung Note 5317,Samsung,SKU-SAM-MOB-9324,CAT0006,Mobiles,SUP0001,Tech Distributors Pvt Ltd,Distributor,45670.0,41103.0,31017.24,3.5,8163,ACTIVE,true,2025-05-22,2026-06-07,9999-12-31,true
309,PROD000320,Head & shoulder onion shampoo 295,,SKU-HEA-HAI-8343,CAT0078,Haircare,SUP0156,GlowNation Beauty Merchants,Marketplace Seller,135629.0,93584.01,69314.27,4.1,6203,ACTIVE,true,2025-07-31,2026-06-07,9999-12-31,true
333,PROD000344,Reebok Runner 3518,Reebok,SKU-REE-FOO-8248,CAT0043,Footwear,SUP0148,NaturalEssence Soap Mills,Retail Vendor,14308.0,10587.92,6869.34,2.8,22162,DISCONTINUED,false,2023-08-25,2026-06-07,9999-12-31,true
335,PROD000346,Levis Regular Fit 9271,Levis,SKU-LEV-MEN-6538,CAT0020,Men Clothing,SUP0128,OmniChannel Inventory Partners,Marketplace Seller,89526.0,63563.46,51635.1,3.0,260,ACTIVE,true,2024-05-10,2026-06-07,9999-12-31,true
342,PROD000353,Sony SoundPro 1237,Sony,SKU-SON-HEA-3401,CAT0012,Headphones,SUP0179,Olympic Sports Wholesalers,Wholesaler,138312.0,95435.28,71982.72,4.1,8912,ACTIVE,true,2024-10-17,2026-06-07,9999-12-31,true
347,PROD000358,Lenovo Pavallion 6000,Lenovo,SKU-LEN-LAP-5549,CAT0009,Laptops,SUP0049,ActiveWear Garment Hub,Wholesaler,53316.0,34655.4,27846.72,4.8,21016,ACTIVE,true,2024-12-12,2026-06-07,9999-12-31,true
349,PROD000360,The Derma Co Sheet-mask 6747,The Derma Co,SKU-THE-SKI-2953,CAT0071,Skincare,SUP0147,NutriBio Dietary Supplements,Wholesaler,99083.0,80257.23,51166.5,4.0,24708,ACTIVE,true,2026-05-17,2026-06-07,9999-12-31,true
353,PROD000364,ASUS Victus 800,ASUS,SKU-ASU-LAP-5400,CAT0009,Laptops,SUP0193,WildCountry Survival Kits,Distributor,92647.0,79676.42,63908.79,2.9,31420,ACTIVE,false,2023-07-27,2026-06-07,9999-12-31,true
357,PROD000368,Bata AirMax 1880,Bata,SKU-BAT-FOO-6097,CAT0043,Footwear,SUP0017,SonicBoom Sound Equipment,Wholesaler,53425.0,36329.0,26100.11,4.3,15713,OUT_OF_STOCK,true,2025-01-31,2026-06-07,9999-12-31,true
372,PROD000384,Bata Runner 8895,Bata,SKU-BAT-FOO-9648,CAT0043,Footwear,SUP0171,SmartChoice Online Vendors,Marketplace Seller,81505.0,62758.85,51722.67,4.4,33221,ACTIVE,true,2024-11-23,2026-06-07,9999-12-31,true
378,PROD000390,Levis Slim Fit 2108,,SKU-LEV-MEN-2493,CAT0020,Men Clothing,SUP0054,Footwear Express Logistics,Distributor,138478.0,121860.64,84592.31,,10562,ACTIVE,true,2024-10-12,2026-06-07,9999-12-31,true
388,PROD000400,HP Predator 8069,HP,SKU-HP-LAP-3322,CAT0009,Laptops,SUP0099,SofaStyles Manufacturing LLP,Wholesaler,42682.0,32865.14,24883.83,3.1,11634,ACTIVE,true,2025-01-12,2026-06-07,9999-12-31,true
389,PROD000401,Cosco A13 7941,Cosco,SKU-COS-FIT-3772,CAT0084,Fitness Equipment,SUP0084,Textile CrossDock,Internal Warehouse Supplier,136860.0,108119.4,74615.37,4.0,3126,ACTIVE,true,2025-12-17,2026-06-07,9999-12-31,true
392,PROD000404,Reebok Zoom 6858,Reebok,SKU-REE-FOO-6159,CAT0043,Footwear,SUP0152,Lotus Petals Cosmetics,Wholesaler,118537.0,106683.3,68567.37,3.2,7663,ACTIVE,true,2024-09-24,2026-06-07,9999-12-31,true
396,PROD000408,Adidas pro-series 191,Adidas,SKU-ADI-FIT-7566,CAT0084,Fitness Equipment,SUP0084,Textile CrossDock,Internal Warehouse Supplier,17600.0,14784.0,11773.75,4.2,30896,ACTIVE,true,2024-03-03,2026-06-07,9999-12-31,true
408,PROD000422,Realme BassX 6836,Realme,SKU-REA-HEA-6399,CAT0012,Headphones,SUP0142,VelvetSkin Body Lotions,Wholesaler,124770.0,97320.6,78426.65,4.4,10810,ACTIVE,true,2024-12-20,2026-06-07,9999-12-31,true
411,PROD000425,Puma Sprint 6971,Puma,SKU-PUM-FOO-1027,CAT0043,Footwear,SUP0056,Velvet Touch Boutique Supply,Retail Vendor,52254.0,35010.18,25023.52,2.7,44053,ACTIVE,true,2023-09-18,2026-06-07,9999-12-31,true
421,PROD000436,Clinic plus Anti-dendruff 9346,Clinic plus,SKU-CLI-HAI-3319,CAT0078,Haircare,SUP0112,CozyCushion Home Furnishings,Marketplace Seller,7438.0,6991.72,5799.73,4.2,31080,ACTIVE,true,2024-09-29,2026-06-07,9999-12-31,true
426,PROD000441,Spykar Slim Fit 2147,,SKU-SPY-MEN-4700,CAT0020,Men Clothing,SUP0067,TrueBlue Indigo Mills,Distributor,35543.0,25590.96,16578.03,4.1,49965,ACTIVE,true,2025-02-03,2026-06-07,9999-12-31,true
428,PROD000443,Cosco Max-repultion 8676,Cosco,SKU-COS-FIT-3794,CAT0084,Fitness Equipment,SUP0134,PureOrganics Wellness Corp,Distributor,35604.0,29195.28,23675.83,3.4,26585,ACTIVE,true,2023-11-26,2026-06-07,9999-12-31,true
439,PROD000454,Pepe Jeans Slim Fit 5619,Pepe Jeans,SKU-PEP-MEN-5056,CAT0020,Men Clothing,SUP0107,BathLuxury Fittings & Tiles,Wholesaler,56200.0,47770.0,34599.52,2.8,4537,ACTIVE,true,2023-08-19,2026-06-07,9999-12-31,true
441,PROD000456,Acer Predator 4239,Acer,SKU-ACE-LAP-5219,CAT0009,Laptops,SUP0128,OmniChannel Inventory Partners,Marketplace Seller,101152.0,75864.0,60771.59,4.5,12973,OUT_OF_STOCK,true,2025-01-12,2026-06-07,9999-12-31,true
445,PROD000460,Nivia C83 5949,Nivia,SKU-NIV-FIT-4285,CAT0084,Fitness Equipment,SUP0098,OakWood Hardwood Furnishings,Distributor,77400.0,60372.0,43626.63,4.6,6933,OUT_OF_STOCK,true,2024-11-15,2026-06-07,9999-12-31,true
477,PROD000493,HP ROG 3747,HP,SKU-HP-LAP-3295,CAT0009,Laptops,SUP0139,HerbalVeda Ayurvedic Bulk,Wholesaler,64370.0,44415.3,37178.23,4.6,46616,OUT_OF_STOCK,true,2024-09-30,2026-06-07,9999-12-31,true
478,PROD000494,Apple iPhone 12 7202,Apple,SKU-APP-MOB-7143,CAT0006,Mobiles,SUP0212,FlexiBands Resistance Tubes,Marketplace Seller,4134.0,2893.8,1985.43,4.9,41202,ACTIVE,true,2024-11-06,2026-06-07,9999-12-31,true
482,PROD000499,OnePlus iPhone 15 pro 3220,OnePlus,SKU-ONE-MOB-4852,CAT0006,Mobiles,SUP0113,SwiftStorage Utility Boxes,Distributor,43516.0,26109.6,21581.34,4.7,26285,ACTIVE,false,2024-04-19,2026-06-07,9999-12-31,true
513,PROD000531,Peter England Relaxed Fit 9273,Peter England,SKU-PET-WOM-7023,CAT0032,Women Clothing,SUP0105,TableTop Ceramic Wholesale,Wholesaler,89166.0,60632.88,43627.41,4.5,28235,ACTIVE,true,2025-12-28,2026-06-07,9999-12-31,true
539,PROD000559,The Derma Co onion shampoo 9342,The Derma Co,SKU-THE-HAI-2456,CAT0078,Haircare,SUP0169,GlobalTrade Import Consortium,Distributor,16496.0,10887.36,8823.89,2.5,49813,ACTIVE,true,2025-12-23,2026-06-07,9999-12-31,true
540,PROD000560,Reebok Sprint 7109,Reebok,SKU-REE-FOO-9430,CAT0043,Footwear,SUP0159,EcoFriendly Bamboo Brushes,Marketplace Seller,132191.0,87246.06,67717.87,2.7,46437,ACTIVE,true,2025-06-05,2026-06-07,9999-12-31,true
546,PROD000566,Johnson & Johnson body gel 9274,Johnson & Johnson,SKU-JOH-HAI-9422,CAT0078,Haircare,SUP0185,CycleSpeed Bicycle Assembly,Distributor,12030.0,7338.3,4956.98,2.8,5797,OUT_OF_STOCK,true,2024-09-26,2026-06-07,9999-12-31,true
553,PROD000573,Wrangler Slim Fit 9336,Wrangler,SKU-WRA-WOM-1292,CAT0032,Women Clothing,SUP0202,Everest Mountaineering Imports,Distributor,39171.0,34862.19,26977.82,3.2,6140,ACTIVE,true,2026-01-07,2026-06-07,9999-12-31,true
560,PROD000580,HP Victus 7401,HP,SKU-HP-LAP-5748,CAT0009,Laptops,SUP0131,BioDerma Skincare Labs,Wholesaler,133035.0,85142.4,54036.19,3.6,20233,ACTIVE,false,2026-02-14,2026-06-07,9999-12-31,true
574,PROD000594,The Derma Co Sunscream s 50 4071,,SKU-THE-SKI-3234,CAT0071,Skincare,SUP0167,Chennai Beauty Sortation Vault,Internal Warehouse Supplier,67877.0,40726.2,25000.56,3.8,40460,ACTIVE,true,2024-03-06,2026-06-07,9999-12-31,true
579,PROD000601,Lenovo Pavallion 4221,Lenovo,SKU-LEN-LAP-6595,CAT0009,Laptops,SUP0011,Omega Mobile Accessories,Marketplace Seller,26924.0,18308.32,13760.33,3.9,9601,ACTIVE,true,2025-08-06,2026-06-07,9999-12-31,true
580,PROD000602,Peter England Relaxed Fit 2757,Peter England,SKU-PET-WOM-3929,CAT0032,Women Clothing,SUP0030,CyberShield Device Vendors,Retail Vendor,11632.0,7909.76,5934.06,2.7,35594,ACTIVE,true,2023-09-22,2026-06-07,9999-12-31,true
585,PROD000607,Pepe Jeans Regular Fit 4447,Pepe Jeans,SKU-PEP-MEN-6455,CAT0020,Men Clothing,SUP0005,Silicon Valley Importers,Distributor,145581.0,113553.18,76725.86,4.8,24248,ACTIVE,false,2025-06-29,2026-06-07,9999-12-31,true
620,PROD000647,Alphax pro-series 4678,Alphax,SKU-ALP-FIT-4826,CAT0084,Fitness Equipment,SUP0012,ByteSize Gadgets Inc.,Marketplace Seller,64974.0,48730.5,35828.77,2.6,44417,ACTIVE,true,2025-01-25,2026-06-07,9999-12-31,true
631,PROD000659,Noise Wave 8903,Noise,SKU-NOI-HEA-1419,CAT0012,Headphones,SUP0165,ColorPalette Nail Polishes,Marketplace Seller,91133.0,83842.36,51250.48,3.0,6993,ACTIVE,true,2024-07-22,2026-06-07,9999-12-31,true
635,PROD000664,JBL SoundPro 9611,JBL,SKU-JBL-HEA-1679,CAT0012,Headphones,SUP0214,Sports Mega-Hub,Internal Warehouse Supplier,119643.0,113660.85,71077.07,5.0,27398,OUT_OF_STOCK,true,2026-02-02,2026-06-07,9999-12-31,true
639,PROD000668,Xiaomi infinity 1545,Xiaomi,SKU-XIA-MOB-6908,CAT0006,Mobiles,SUP0158,ClearSkin Laser & Spa Supply,Distributor,124982.0,86237.58,68905.36,4.0,9360,ACTIVE,true,2023-07-04,2026-06-07,9999-12-31,true
640,PROD000670,Dell Victus 7283,Dell,SKU-DEL-LAP-1068,CAT0009,Laptops,SUP0034,Magna Sound Distribution,Distributor,132189.0,111038.76,71623.8,3.7,23558,ACTIVE,false,2025-07-27,2026-06-07,9999-12-31,true
653,PROD000684,Nykaa Cosmetics Waterproof Gel 6495,Nykaa Cosmetics,SKU-NYK-SKI-6382,CAT0071,Skincare,SUP0020,VoltEdge Power Solutions,Retail Vendor,149817.0,140827.98,99455.36,3.5,12288,ACTIVE,true,2025-01-25,2026-06-07,9999-12-31,true
665,PROD000696,Apple Redmi 710,Apple,SKU-APP-MOB-8709,CAT0006,Mobiles,SUP0100,HomeGlow Lighting Enterprise,Distributor,8740.0,5244.0,3957.69,2.8,34202,ACTIVE,true,2023-12-09,2026-06-07,9999-12-31,true
683,PROD000714,Cosco A13 6627,Cosco,SKU-COS-FIT-1420,CAT0084,Fitness Equipment,SUP0118,PrimeDecor Window Curtains,Wholesaler,39007.0,34716.23,22838.71,2.9,25668,ACTIVE,true,2023-06-28,2026-06-07,9999-12-31,true
693,PROD000725,Spykar Slim Fit 9330,Spykar,SKU-SPY-MEN-9688,CAT0020,Men Clothing,SUP0006,Nexus Digital Wholesalers LLP,Wholesaler,110125.0,81492.5,66190.02,2.9,23273,ACTIVE,true,2025-03-03,2026-06-07,9999-12-31,true
731,PROD000767,HRX Regular Fit 3285,HRX,SKU-HRX-WOM-6772,CAT0032,Women Clothing,SUP0066,Blossom Kids Clothing LLP,Wholesaler,23837.0,14778.94,12277.69,5.0,40434,ACTIVE,true,2024-10-06,2026-06-07,9999-12-31,true
732,PROD000768,Sony AirBeat 1697,Sony,SKU-SON-HEA-3082,CAT0012,Headphones,SUP0161,Saffron Fields Extract Co.,Distributor,109909.0,82431.75,59837.32,4.0,25670,ACTIVE,true,2024-05-23,2026-06-07,9999-12-31,true
734,PROD000770,Clinic plus body gel 7946,Clinic plus,SKU-CLI-HAI-7279,CAT0078,Haircare,SUP0193,WildCountry Survival Kits,Distributor,85586.0,53063.32,39140.65,4.9,49401,ACTIVE,true,2023-09-18,2026-06-07,9999-12-31,true
739,PROD000775,Apple Galaxy s17 pro 275,Apple,SKU-APP-MOB-3842,CAT0006,Mobiles,SUP0213,CombatZone Boxing Gloves,Wholesaler,103670.0,68422.2,52652.51,3.9,10018,ACTIVE,true,2023-12-27,2026-06-07,9999-12-31,true
763,PROD000799,Lenovo Predator 3136,Lenovo,SKU-LEN-LAP-6534,CAT0009,Laptops,SUP0141,ScentMaster Perfumeries,Distributor,149712.0,92821.44,66915.93,3.7,29129,OUT_OF_STOCK,true,2026-03-04,2026-06-07,9999-12-31,true
767,PROD000803,Adidas pro-series 2252,Adidas,SKU-ADI-FIT-7542,CAT0084,Fitness Equipment,SUP0184,TrackAndField Athletic Goods,Wholesaler,14035.0,10385.9,8329.7,4.6,21981,ACTIVE,true,2025-04-06,2026-06-07,9999-12-31,true
783,PROD000821,Mamaearth Anti-dendruff 2648,Mamaearth,SKU-MAM-HAI-6901,CAT0078,Haircare,SUP0211,AllWeather Sports Nets,Wholesaler,110324.0,101498.08,85045.5,4.3,45071,OUT_OF_STOCK,true,2025-11-15,2026-06-07,9999-12-31,true
784,PROD000822,Realme AirBeat 8302,Realme,SKU-REA-HEA-6273,CAT0012,Headphones,SUP0022,MacroTech Display Panels,Distributor,12385.0,8174.1,5499.47,2.8,14425,ACTIVE,true,2025-05-25,2026-06-07,9999-12-31,true
786,PROD000824,Noise BassX 2361,Noise,SKU-NOI-HEA-3158,CAT0012,Headphones,SUP0105,TableTop Ceramic Wholesale,Wholesaler,139523.0,129756.39,87292.32,2.6,22653,ACTIVE,true,2023-07-02,2026-06-07,9999-12-31,true
793,PROD000831,Mamaearth Dewy Glow 6167,Mamaearth,SKU-MAM-SKI-6748,CAT0071,Skincare,SUP0163,SpaLuxury Essential Oils,Retail Vendor,106381.0,86168.61,56012.83,3.2,28707,DISCONTINUED,true,2024-10-17,2026-06-07,9999-12-31,true
797,PROD000835,Cosco A13 7336,Cosco,SKU-COS-FIT-8261,CAT0084,Fitness Equipment,SUP0132,AromaTherapy Essential Oils,Wholesaler,37308.0,23877.12,18221.13,3.8,28512,ACTIVE,false,2024-05-28,2026-06-07,9999-12-31,true
802,PROD000840,Lotus Herbals Dewy Glow 1333,Lotus Herbals,SKU-LOT-SKI-1131,CAT0071,Skincare,SUP0061,Prime Stitch Garment Factory,Wholesaler,83198.0,56574.64,34140.34,3.9,6693,ACTIVE,true,2025-02-19,2026-06-07,9999-12-31,true
804,PROD000842,Dell Legion 2890,Dell,SKU-DEL-LAP-8358,CAT0009,Laptops,SUP0092,CeramicVibe Potteries Group,Retail Vendor,10525.0,8104.25,5402.89,3.4,37218,ACTIVE,true,2024-07-07,2026-06-07,9999-12-31,true
806,PROD000844,HP Predator 8844,HP,SKU-HP-LAP-8129,CAT0009,Laptops,SUP0055,SoleMate Shoe Manufacturers,Wholesaler,41339.0,27283.74,21100.98,2.5,32545,OUT_OF_STOCK,true,2024-07-07,2026-06-07,9999-12-31,true
813,PROD000851,Spykar Relaxed Fit 1388,Spykar,SKU-SPY-WOM-2486,CAT0032,Women Clothing,SUP0189,GoalPost Football Logistics,Distributor,8611.0,6630.47,4675.59,4.8,26081,ACTIVE,true,2026-04-01,2026-06-07,9999-12-31,true
815,PROD000853,Adidas AirMax 8100,Adidas,SKU-ADI-FOO-4304,CAT0043,Footwear,SUP0063,Elite Couture Suppliers,Wholesaler,98731.0,84908.66,71044.3,4.5,35584,OUT_OF_STOCK,true,2024-11-14,2026-06-07,9999-12-31,true
848,PROD000886,Bata Zoom 4528,Bata,SKU-BAT-FOO-3630,CAT0043,Footwear,SUP0144,FreshBreath Oral Care Ltd,Wholesaler,6151.0,5781.94,4870.85,3.7,8683,ACTIVE,true,2025-05-02,2026-06-07,9999-12-31,true
852,PROD000890,Spykar Regular Fit 6924,Spykar,SKU-SPY-MEN-8794,CAT0020,Men Clothing,SUP0072,DesiWeaves Traditional Co,Wholesaler,35864.0,24028.88,19925.04,4.0,36529,DISCONTINUED,true,2024-12-07,2026-06-07,9999-12-31,true
867,PROD000906,HP Inspiron 5614,HP,SKU-HP-LAP-3425,CAT0009,Laptops,SUP0011,Omega Mobile Accessories,Marketplace Seller,96833.0,74561.41,44805.57,3.7,29372,ACTIVE,true,2024-03-09,2026-06-07,9999-12-31,true
881,PROD000921,Pepe Jeans Regular Fit 9264,Pepe Jeans,SKU-PEP-MEN-2818,CAT0020,Men Clothing,SUP0085,Apparel Sort Center,Internal Warehouse Supplier,73488.0,67608.96,53322.48,2.6,6744,ACTIVE,true,2024-12-10,2026-06-07,9999-12-31,true
889,PROD000930,Nivia Max-repultion 527,Nivia,SKU-NIV-FIT-6118,CAT0084,Fitness Equipment,SUP0220,GlobalSourcing Asia-Pac,Distributor,20281.0,16630.42,11951.47,4.0,28768,ACTIVE,true,2023-09-09,2026-06-07,9999-12-31,true
890,PROD000931,Alphax C83 5358,Alphax,SKU-ALP-FIT-3448,CAT0084,Fitness Equipment,SUP0072,DesiWeaves Traditional Co,Wholesaler,125217.0,118956.15,81730.27,4.8,49878,ACTIVE,true,2025-11-13,2026-06-07,9999-12-31,true
897,PROD000940,Samsung Galaxy s17 pro 2382,Samsung,SKU-SAM-MOB-2396,CAT0006,Mobiles,SUP0097,GlassWare Premium Outlets,Retail Vendor,89136.0,61503.84,39002.51,4.7,3540,ACTIVE,true,2026-02-19,2026-06-07,9999-12-31,true
907,PROD000950,Johnson & Johnson body gel 3518,Johnson & Johnson,SKU-JOH-HAI-6281,CAT0078,Haircare,SUP0112,CozyCushion Home Furnishings,Marketplace Seller,94948.0,75958.4,57739.03,5.0,25051,ACTIVE,false,2024-09-07,2026-06-07,9999-12-31,true
930,PROD000973,Dell Pavallion 7882,Dell,SKU-DEL-LAP-1230,CAT0009,Laptops,SUP0131,BioDerma Skincare Labs,Wholesaler,28092.0,21911.76,13492.55,4.4,13764,ACTIVE,true,2026-01-21,2026-06-07,9999-12-31,true
945,PROD000989,Spykar Regular Fit 5160,Spykar,SKU-SPY-MEN-9550,CAT0020,Men Clothing,SUP0144,FreshBreath Oral Care Ltd,Wholesaler,146535.0,111366.6,88498.14,4.5,6117,ACTIVE,true,2025-01-05,2026-06-07,9999-12-31,true
963,PROD001007,Lenovo ROG 5294,Lenovo,SKU-LEN-LAP-5679,CAT0009,Laptops,SUP0140,MediCure Personal Hygiene,Retail Vendor,100805.0,74595.7,54090.12,4.8,23026,ACTIVE,true,2026-02-26,2026-06-07,9999-12-31,true
973,PROD001017,Apple Galaxy s17 pro 8310,Apple,SKU-APP-MOB-8553,CAT0006,Mobiles,SUP0084,Textile CrossDock,Internal Warehouse Supplier,600.0,468.0,313.98,3.1,14008,ACTIVE,false,2024-02-27,2026-06-07,9999-12-31,true
981,PROD001026,Spykar Relaxed Fit 2169,Spykar,SKU-SPY-MEN-2447,CAT0020,Men Clothing,SUP0207,DeepBlue Scuba Accessories,Wholesaler,91680.0,87096.0,70855.81,3.4,34358,ACTIVE,true,2025-01-17,2026-06-07,9999-12-31,true
984,PROD001029,Bata Zoom 9979,Bata,SKU-BAT-FOO-9225,CAT0043,Footwear,SUP0188,SmashRacket Tennis Agencies,Retail Vendor,8191.0,6716.62,4513.91,3.2,3002,OUT_OF_STOCK,true,2023-08-11,2026-06-07,9999-12-31,true
989,PROD001034,Clinic plus body gel 3259,Clinic plus,SKU-CLI-HAI-9758,CAT0078,Haircare,SUP0030,CyberShield Device Vendors,Retail Vendor,66631.0,53971.11,35367.37,2.9,29469,ACTIVE,true,2025-12-13,2026-06-07,9999-12-31,true
990,PROD001035,Sony Pods 8777,Sony,SKU-SON-HEA-6337,CAT0012,Headphones,SUP0083,Crest Footwear Distributors,Distributor,5027.0,3468.63,2897.47,4.5,32898,ACTIVE,true,2024-12-31,2026-06-07,9999-12-31,true
994,PROD001039,Samsung iPhone 15 pro 4643,Samsung,SKU-SAM-MOB-7637,CAT0006,Mobiles,SUP0215,Sports Ingestion Center,Internal Warehouse Supplier,39318.0,34599.84,21872.81,4.0,639,ACTIVE,true,2025-11-01,2026-06-07,9999-12-31,true
1012,PROD001057,Reebok Sprint 9397,Reebok,SKU-REE-FOO-3933,CAT0043,Footwear,SUP0045,Classic Threads Retailers,Retail Vendor,41560.0,39482.0,24386.97,2.9,39535,ACTIVE,true,2024-03-30,2026-06-07,9999-12-31,true
1016,PROD001061,Yonex A13 7652,Yonex,SKU-YON-FIT-8222,CAT0084,Fitness Equipment,SUP0090,ComfortSeating Chair Corp,Wholesaler,4543.0,4043.27,2980.78,4.7,30331,ACTIVE,true,2023-08-18,2026-06-07,9999-12-31,true
1019,PROD001065,HP Victus 4056,HP,SKU-HP-LAP-2881,CAT0009,Laptops,SUP0044,Sutra Weaves & Textiles,Distributor,94512.0,74664.48,49436.48,4.7,12042,ACTIVE,true,2024-04-13,2026-06-07,9999-12-31,true
1028,PROD001074,The Derma Co body gel 8388,The Derma Co,SKU-THE-HAI-7428,CAT0078,Haircare,SUP0064,SmartFit Uniform Vendors,Retail Vendor,111379.0,91330.78,61398.78,2.9,30834,ACTIVE,true,2025-01-28,2026-06-07,9999-12-31,true
1030,PROD001076,Noise SoundPro 3669,Noise,SKU-NOI-HEA-7289,CAT0012,Headphones,SUP0169,GlobalTrade Import Consortium,Distributor,30718.0,20888.24,13750.15,4.6,6350,ACTIVE,true,2025-07-16,2026-06-07,9999-12-31,true
1038,PROD001084,Head & shoulder Anti-dendruff 8611,Head & shoulder,SKU-HEA-HAI-9310,CAT0078,Haircare,SUP0068,StitchInTime Alterations Co,Retail Vendor,41822.0,38476.24,30119.52,4.6,14881,ACTIVE,true,2024-11-12,2026-06-07,9999-12-31,true
1041,PROD001087,ASUS Predator 3432,ASUS,SKU-ASU-LAP-2467,CAT0009,Laptops,SUP0054,Footwear Express Logistics,Distributor,19904.0,15127.04,10435.94,4.4,43107,ACTIVE,true,2025-02-14,2026-06-07,9999-12-31,true
1051,PROD001097,Boat Wave 3310,Boat,SKU-BOA-HEA-6005,CAT0012,Headphones,SUP0146,Infinity Salon Systems,Distributor,103911.0,71698.59,51280.72,3.9,15460,ACTIVE,true,2025-06-12,2026-06-07,9999-12-31,true
1059,PROD001105,Spykar Slim Fit 1009,Spykar,SKU-SPY-MEN-3478,CAT0020,Men Clothing,SUP0139,HerbalVeda Ayurvedic Bulk,Wholesaler,7749.0,6664.14,4600.32,2.6,16093,ACTIVE,true,2026-04-15,2026-06-07,9999-12-31,true
